,latitud,longitud,profundidad (km),magnitud (M),distrito,gasto por daño
11332,-15.4084,-71.9293,120,4.5,20,71909500000.0
11333,-8.0432,-74.7676,152,4.9,32,15037537500.0
11334,-4.7576,-78.2437,33,4.5,36,37964700000.0
11335,-11.7136,-76.9521,75,4.5,4,723611306388.885
11336,-16.698,-70.724,30,5.0,20,71909500000.0
11337,-16.8026,-70.6832,11,5.7,20,71909500000.0
11338,-16.717,-70.607,29,4.6,20,71909500000.0
11339,-16.804,-70.982,30,4.7,20,71909500000.0
11340,-16.8189,-70.6647,20,5.2,20,71909500000.0
11341,-16.77,-70.839,11,4.0,20,71909500000.0
11342,-16.7788,-70.5415,16,5.4,20,71909500000.0
11343,-16.767,-70.801,10,4.5,20,71909500000.0
11344,-16.681,-70.857,12,4.5,20,71909500000.0
11345,-18.501,-70.942,60,4.1,20,71909500000.0
11346,-16.719,-70.67,35,5.0,20,71909500000.0
11347,-16.712,-70.832,10,4.3,20,71909500000.0
11348,-6.0134,-80.3407,67,4.5,13,43009540000.0
11349,-16.988,-69.985,157,4.1,20,71909500000.0
11350,-11.5685,-78.0353,43,4.6,0,291359135593.2201
11351,-9.324,-71.382,605,4.7,8,167976388949.99994
11352,-16.7655,-70.6341,16,4.9,20,71909500000.0
11353,-16.016,-74.2055,59,4.5,29,82972500000.0
11354,-6.1175,-76.3771,119,4.8,36,37964700000.0
11355,-17.5622,-71.1188,66,4.7,20,71909500000.0
11356,-8.3727,-73.6457,153,4.8,8,167976388949.99994
11357,-8.0036,-73.9979,124,4.5,32,15037537500.0
11358,-8.8494,-80.6171,28,4.9,13,43009540000.0
11359,-16.744,-70.848,13,4.0,20,71909500000.0
11360,-16.727,-70.767,10,4.2,20,71909500000.0
11361,-17.592,-69.201,139,4.6,20,71909500000.0
11362,-7.9261,-78.7017,107,4.9,13,43009540000.0
11363,-7.95,-74.302,122,4.2,32,15037537500.0
11364,-17.649,-69.67,127,4.0,20,71909500000.0
11365,-12.747,-77.144,47,4.5,22,87387300000.0
11366,-6.1807,-79.8292,68,4.5,13,43009540000.0
11367,-4.8943,-82.2585,21,4.8,13,43009540000.0
11368,-12.3024,-76.7652,52,4.5,25,301455000000.0
11369,-16.7751,-70.6228,25,5.2,20,71909500000.0
11370,-16.7966,-70.5751,35,4.6,20,71909500000.0
11371,-16.7645,-70.6029,20,4.9,20,71909500000.0
11372,-12.7269,-76.6411,65,4.9,22,87387300000.0
11373,-6.6172,-74.7752,72,4.5,36,37964700000.0
11374,-8.9088,-80.2697,27,4.9,13,43009540000.0
11375,-13.4575,-76.3083,69,4.9,22,87387300000.0
11376,-17.2085,-71.0738,47,4.5,20,71909500000.0
11377,-10.0226,-78.6865,57,4.8,10,55328000000.0
11378,-16.1619,-75.287,21,5.3,29,82972500000.0
11379,-6.8656,-80.7381,10,4.5,13,43009540000.0
11380,-18.1458,-69.9476,117,5.9,20,71909500000.0
11381,-14.3636,-73.243,93,5.3,34,66667680000.0
11382,-14.812,-74.6641,65,4.8,29,82972500000.0
11383,-13.2637,-70.043,20,5.2,20,71909500000.0
11384,-16.819,-70.3919,21,4.5,20,71909500000.0
11385,-9.2062,-78.848,59,4.8,10,55328000000.0
11386,-16.996,-71.6994,56,4.9,20,71909500000.0
11387,-8.7874,-81.222,26,4.5,13,43009540000.0
11388,-16.4027,-74.5919,20,4.7,29,82972500000.0
11389,-17.8669,-70.2072,95,4.9,20,71909500000.0
11390,-2.7173,-80.9338,42,4.8,13,43009540000.0
11391,-3.8238,-78.5372,105,4.9,36,37964700000.0
11392,-8.2175,-75.0102,136,4.5,32,15037537500.0
11393,-8.7037,-80.7489,25,5.8,13,43009540000.0
11394,-8.3751,-80.293,35,5.2,13,43009540000.0
11395,-8.4433,-80.0393,20,4.5,13,43009540000.0
11396,-3.6724,-80.2061,30,4.8,13,43009540000.0
11397,-15.1413,-75.765,41,4.5,29,82972500000.0
11398,-5.8548,-78.8714,36,5.7,13,43009540000.0
11399,-5.8796,-78.9622,36,4.5,13,43009540000.0
11400,-5.8621,-78.9418,37,4.5,13,43009540000.0
11401,-5.9548,-78.8177,33,4.9,13,43009540000.0
11402,-5.9058,-78.8416,18,4.8,13,43009540000.0
11403,-5.8668,-78.9804,26,4.9,13,43009540000.0
11404,-5.9015,-78.959,53,4.9,13,43009540000.0
11405,-5.8661,-78.8471,34,4.5,13,43009540000.0
11406,-15.89,-73.6551,70,4.5,20,71909500000.0
11407,-5.9403,-78.9,11,4.6,13,43009540000.0
11408,-12.9878,-73.9562,73,4.5,34,66667680000.0
11409,-5.8588,-78.9931,42,4.7,13,43009540000.0
11410,-11.9971,-77.5787,44,4.5,0,291359135593.2201
11411,-12.9292,-73.7209,93,4.8,34,66667680000.0
11412,-2.7645,-80.4321,15,4.9,13,43009540000.0
11413,-15.969,-69.688,210,4.0,20,71909500000.0
11414,-9.0395,-80.3112,15,4.5,13,43009540000.0
11415,-8.5249,-74.7545,158,4.7,32,15037537500.0
11416,-8.5958,-74.0711,89,4.5,8,167976388949.99994
11417,-3.7268,-80.4378,54,4.6,13,43009540000.0
11418,-3.2336,-81.2472,29,4.7,13,43009540000.0
11419,-3.1305,-81.7214,41,4.5,13,43009540000.0
11420,-11.8654,-76.5953,94,4.5,16,660046901390.452
11421,-17.422,-69.145,147,4.2,20,71909500000.0
11422,-5.3021,-74.9523,76,4.9,36,37964700000.0
11423,-11.7713,-77.921,23,4.5,0,291359135593.2201
11424,-14.6046,-72.5122,120,4.7,20,71909500000.0
11425,-15.3439,-75.6481,43,5.5,29,82972500000.0
11426,-5.8048,-80.9003,54,4.9,13,43009540000.0
11427,-5.7068,-77.8318,75,4.5,36,37964700000.0
11428,-5.5168,-76.4418,155,4.5,36,37964700000.0
11429,-16.3668,-72.7745,52,4.8,20,71909500000.0
11430,-4.1274,-77.1997,166,5.3,36,37964700000.0
11431,-2.694,-80.911,38,4.3,13,43009540000.0
11432,-2.4467,-81.1531,51,4.5,13,43009540000.0
11433,-6.6202,-76.6196,136,5.0,36,37964700000.0
11434,-16.7762,-71.6292,116,5.0,20,71909500000.0
11435,-8.5203,-80.424,23,4.5,13,43009540000.0
11436,-7.1239,-79.8102,62,4.5,13,43009540000.0
11437,-7.3917,-76.078,13,4.5,36,37964700000.0
11438,-7.8792,-79.6026,55,4.9,13,43009540000.0
11439,-7.3644,-80.5298,21,4.5,13,43009540000.0
11440,-3.3165,-80.3644,31,4.5,13,43009540000.0
11441,-5.6202,-76.6207,129,5.3,36,37964700000.0
11442,-5.508,-77.3341,142,4.5,36,37964700000.0
11443,-8.9725,-81.7546,26,4.6,13,43009540000.0
11444,-4.0519,-81.0882,51,4.6,13,43009540000.0
11445,-5.4688,-80.8342,41,4.5,13,43009540000.0
11446,-4.1476,-81.6905,29,4.8,13,43009540000.0
11447,-5.2467,-76.7081,105,4.5,36,37964700000.0
11448,-3.5728,-81.4282,33,4.6,13,43009540000.0
11449,-9.6895,-79.0506,48,5.6,10,55328000000.0
11450,-9.2995,-80.1886,19,4.6,13,43009540000.0
11451,-15.611,-71.315,147,4.1,20,71909500000.0
11452,-5.7777,-80.914,11,4.5,13,43009540000.0
11453,-4.5085,-77.2288,125,4.5,36,37964700000.0
11454,-5.3871,-76.6792,95,4.7,36,37964700000.0
11455,-9.8888,-74.577,35,4.8,8,167976388949.99994
11456,-5.046,-81.4671,15,4.5,13,43009540000.0
11457,-7.2443,-80.3664,40,4.6,13,43009540000.0
11458,-9.0263,-76.8882,84,4.7,32,15037537500.0
11459,-5.8381,-81.1039,26,4.6,13,43009540000.0
11460,-4.6949,-80.9935,34,4.5,13,43009540000.0
11461,-3.6462,-78.3749,122,4.7,36,37964700000.0
11462,-5.3825,-75.1997,174,4.9,36,37964700000.0
11463,-4.3873,-77.7272,51,4.5,36,37964700000.0
11464,-8.801,-79.3812,14,4.5,10,55328000000.0
11465,-4.9454,-81.2137,34,4.6,13,43009540000.0
11466,-4.5584,-77.8461,95,4.8,36,37964700000.0
11467,-5.0379,-79.194,124,4.6,13,43009540000.0
11468,-8.4245,-79.8927,22,4.9,13,43009540000.0
11469,-14.2358,-73.5185,108,5.2,34,66667680000.0
11470,-3.9933,-78.1758,75,4.5,36,37964700000.0
11471,-5.2055,-76.9947,74,4.5,36,37964700000.0
11472,-16.3123,-73.453,41,4.6,20,71909500000.0
11473,-8.5189,-79.1039,83,4.5,10,55328000000.0
11474,-5.2381,-80.3815,76,4.5,13,43009540000.0
11475,-3.2126,-80.6117,32,4.5,13,43009540000.0
11476,-8.1093,-76.3676,141,4.9,32,15037537500.0
11477,-11.0948,-78.7444,55,4.7,0,291359135593.2201
11478,-8.8533,-80.9287,26,4.8,13,43009540000.0
11479,-11.2112,-77.3999,91,4.5,0,291359135593.2201
11480,-5.1026,-76.6913,142,4.5,36,37964700000.0
11481,-2.8858,-77.9311,128,4.9,36,37964700000.0
11482,-17.362,-73.05,40,4.1,20,71909500000.0
11483,-8.7525,-74.2302,135,5.6,8,167976388949.99994
11484,-4.0396,-77.5297,136,4.7,36,37964700000.0
11485,-3.1319,-80.6905,49,4.6,13,43009540000.0
11486,-17.207,-69.478,160,4.3,20,71909500000.0
11487,-5.9069,-77.0622,114,4.9,36,37964700000.0
11488,-3.444,-77.1955,137,4.5,36,37964700000.0
11489,-5.3742,-78.8373,46,4.5,13,43009540000.0
11490,-5.4607,-77.1836,50,4.9,36,37964700000.0
11491,-2.4387,-80.8486,51,4.7,13,43009540000.0
11492,-10.8703,-80.0975,18,4.9,10,55328000000.0
11493,-6.3735,-78.9057,22,4.5,13,43009540000.0
11494,-6.0971,-76.5676,111,4.7,36,37964700000.0
11495,-8.4074,-74.8995,155,5.0,32,15037537500.0
11496,-8.7372,-79.4216,37,4.6,13,43009540000.0
11497,-3.3215,-79.9476,61,4.5,13,43009540000.0
11498,-8.1746,-77.9777,116,5.2,32,15037537500.0
11499,-14.1435,-76.363,17,5.2,29,82972500000.0
11500,-11.5349,-75.522,82,5.1,8,167976388949.99994
11501,-3.293,-79.8487,50,4.6,13,43009540000.0
11502,-4.3392,-80.6643,63,4.9,13,43009540000.0
11503,-6.5592,-79.2622,98,4.5,13,43009540000.0
11504,-7.8669,-81.0224,29,4.9,13,43009540000.0
11505,-4.2164,-81.159,10,4.8,13,43009540000.0
11506,-4.3296,-81.3764,24,4.9,13,43009540000.0
11507,-4.1398,-81.1395,10,4.5,13,43009540000.0
11508,-3.8989,-81.0949,43,4.5,13,43009540000.0
11509,-5.8413,-78.9465,44,4.6,13,43009540000.0
11510,-4.3356,-77.8563,92,4.7,36,37964700000.0
11511,-7.0341,-81.093,31,4.5,13,43009540000.0
11512,-17.79,-69.118,131,4.1,20,71909500000.0
11513,-3.8253,-80.1578,35,4.9,13,43009540000.0
11514,-8.8914,-76.8064,141,4.8,32,15037537500.0
11515,-7.2309,-80.3707,41,4.8,13,43009540000.0
11516,-4.305,-81.2666,40,4.5,13,43009540000.0
11517,-15.752,-70.866,10,4.2,20,71909500000.0
11518,-10.0178,-80.258,13,5.8,10,55328000000.0
11519,-3.5341,-81.4083,37,4.8,13,43009540000.0
11520,-5.6929,-81.7586,31,4.6,13,43009540000.0
11521,-3.057,-75.435,151,4.3,36,37964700000.0
11522,-5.734,-76.4688,154,4.8,36,37964700000.0
11523,-3.7552,-81.4644,50,4.7,13,43009540000.0
11524,-4.4697,-80.7554,38,4.8,13,43009540000.0
11525,-7.0334,-80.3895,36,4.5,13,43009540000.0
11526,-17.2362,-71.0256,21,4.8,20,71909500000.0
11527,-16.2805,-72.9719,85,4.5,20,71909500000.0
11528,-6.3147,-79.7214,65,4.9,13,43009540000.0
11529,-8.3493,-80.6946,31,4.8,13,43009540000.0
11530,-4.4161,-79.8443,11,4.5,13,43009540000.0
11531,-5.7221,-80.8894,22,4.5,13,43009540000.0
11532,-6.3655,-76.8947,133,4.6,36,37964700000.0
11533,-3.7068,-80.7589,28,4.5,13,43009540000.0
11534,-9.2724,-75.693,160,4.5,32,15037537500.0
11535,-5.8715,-77.1134,140,4.6,36,37964700000.0
11536,-3.8404,-80.659,29,4.8,13,43009540000.0
11537,-5.7676,-78.6696,37,4.8,36,37964700000.0
11538,-5.5285,-78.9717,58,4.7,13,43009540000.0
11539,-7.4704,-79.1771,95,4.6,13,43009540000.0
11540,-8.5571,-80.4326,21,4.6,13,43009540000.0
11541,-5.5347,-78.8847,44,4.8,13,43009540000.0
11542,-4.6618,-80.2216,75,4.6,13,43009540000.0
11543,-8.8807,-79.661,27,4.9,13,43009540000.0
11544,-3.465,-80.7406,28,4.7,13,43009540000.0
11545,-2.9731,-80.0925,80,4.5,13,43009540000.0
11546,-11.0165,-78.0262,91,4.9,0,291359135593.2201
11547,-10.1966,-79.2695,18,4.8,10,55328000000.0
11548,-14.7873,-74.6395,46,4.7,29,82972500000.0
11549,-2.6682,-78.1456,43,4.9,36,37964700000.0
11550,-9.0796,-79.7411,51,5.3,10,55328000000.0
11551,-3.7751,-81.0227,50,4.5,13,43009540000.0
11552,-5.0734,-80.205,59,4.5,13,43009540000.0
11553,-9.9371,-76.4386,100,4.6,10,55328000000.0
11554,-16.2821,-72.5021,105,5.0,20,71909500000.0
11555,-4.8344,-80.8474,50,4.5,13,43009540000.0
11556,-9.2198,-80.7646,29,4.8,13,43009540000.0
11557,-5.8974,-78.8744,25,4.9,13,43009540000.0
11558,-6.887,-76.7557,130,4.5,36,37964700000.0
11559,-5.236,-81.2699,40,4.6,13,43009540000.0
11560,-2.8462,-80.2346,53,4.6,13,43009540000.0
11561,-3.6959,-81.0246,34,4.5,13,43009540000.0
11562,-6.1593,-80.6424,18,4.6,13,43009540000.0
11563,-5.6165,-76.9565,81,4.5,36,37964700000.0
11564,-4.8247,-80.9126,52,4.9,13,43009540000.0
11565,-3.3388,-77.8595,139,4.7,36,37964700000.0
11566,-8.3951,-75.4626,88,4.6,32,15037537500.0
11567,-4.6284,-81.975,19,4.5,13,43009540000.0
11568,-7.467,-81.5843,20,4.8,13,43009540000.0
11569,-9.6662,-76.7662,16,4.7,10,55328000000.0
11570,-5.0449,-80.2425,86,4.5,13,43009540000.0
11571,-7.1959,-78.6909,26,4.5,13,43009540000.0
11572,-8.6442,-79.5638,34,4.6,13,43009540000.0
11573,-2.7375,-80.65,49,4.8,13,43009540000.0
11574,-6.1105,-80.9459,30,4.7,13,43009540000.0
11575,-2.5741,-81.2373,28,5.1,13,43009540000.0
11576,-5.774,-78.6632,27,4.6,36,37964700000.0
11577,-6.3081,-76.6096,143,4.7,36,37964700000.0
11578,-9.9614,-75.6634,158,4.6,8,167976388949.99994
11579,-9.7003,-79.9157,18,4.7,10,55328000000.0
11580,-2.6525,-80.484,54,4.7,13,43009540000.0
11581,-7.4706,-78.3658,97,4.5,36,37964700000.0
11582,-11.7187,-77.7996,11,4.8,0,291359135593.2201
11583,-3.3822,-80.7503,51,4.5,13,43009540000.0
11584,-5.8921,-79.0892,54,4.6,13,43009540000.0
11585,-5.0742,-77.2917,51,4.5,36,37964700000.0
11586,-4.9098,-81.0579,25,4.5,13,43009540000.0
11587,-4.5379,-81.5259,30,4.6,13,43009540000.0
11588,-6.6592,-75.4404,157,4.7,36,37964700000.0
11589,-16.4357,-71.3587,128,5.4,20,71909500000.0
11590,-6.5526,-80.4768,54,4.5,13,43009540000.0
11591,-7.3656,-81.1871,13,4.8,13,43009540000.0
11592,-5.67,-77.4634,41,4.5,36,37964700000.0
11593,-3.2815,-80.2778,10,4.5,13,43009540000.0
11594,-3.2815,-80.2778,10,4.5,13,43009540000.0
11595,-8.184,-80.4461,23,4.5,13,43009540000.0
11596,-15.248,-70.436,195,4.1,20,71909500000.0
11597,-7.3582,-79.8667,40,4.5,13,43009540000.0
11598,-3.9108,-79.9218,39,4.5,13,43009540000.0
11599,-6.1271,-81.1399,56,4.5,13,43009540000.0
11600,-5.4688,-78.8086,33,4.5,13,43009540000.0
11601,-15.7742,-73.6822,16,4.6,20,71909500000.0
11602,-2.5601,-80.6067,71,4.9,13,43009540000.0
11603,-5.4709,-80.3212,61,4.5,13,43009540000.0
11604,-3.017,-80.2205,26,4.8,13,43009540000.0
11605,-4.3218,-77.6792,60,4.5,36,37964700000.0
11606,-7.183,-80.0115,28,4.6,13,43009540000.0
11607,-3.547,-80.911,35,4.1,13,43009540000.0
11608,-4.7373,-76.4928,134,4.9,36,37964700000.0
11609,-6.019,-79.7619,77,4.5,13,43009540000.0
11610,-6.7437,-75.9308,101,4.8,36,37964700000.0
11611,-6.0718,-77.1396,12,4.5,36,37964700000.0
11612,-2.7356,-80.7683,52,4.8,13,43009540000.0
11613,-5.264,-77.0104,142,4.6,36,37964700000.0
11614,-5.9974,-76.8173,153,4.7,36,37964700000.0
11615,-2.7493,-81.0371,49,4.5,13,43009540000.0
11616,-7.8431,-76.5288,35,4.9,32,15037537500.0
11617,-7.7585,-80.8421,35,4.8,13,43009540000.0
11618,-3.2063,-81.2491,46,4.5,13,43009540000.0
11619,-5.9114,-80.606,11,4.5,13,43009540000.0
11620,-6.211,-76.2647,134,4.6,36,37964700000.0
11621,-14.6018,-75.8077,66,5.1,29,82972500000.0
11622,-8.6737,-77.8686,48,5.3,32,15037537500.0
11623,-3.8478,-77.1919,143,4.5,36,37964700000.0
11624,-7.6266,-76.5472,141,4.9,36,37964700000.0
11625,-5.8754,-78.5838,16,4.8,36,37964700000.0
11626,-5.9002,-80.6158,11,4.5,13,43009540000.0
11627,-8.4752,-74.3564,158,4.8,32,15037537500.0
11628,-5.8798,-77.8071,126,4.5,36,37964700000.0
11629,-5.748,-80.4123,14,4.5,13,43009540000.0
11630,-3.4775,-77.5871,125,4.5,36,37964700000.0
11631,-4.6271,-77.3518,149,4.5,36,37964700000.0
11632,-3.8053,-81.3515,29,4.6,13,43009540000.0
11633,-5.2655,-77.377,37,4.9,36,37964700000.0
11634,-5.3994,-77.4639,6,5.0,36,37964700000.0
11635,-6.1516,-77.1784,43,4.5,36,37964700000.0
11636,-8.0137,-79.8928,41,4.5,13,43009540000.0
11637,-8.4979,-79.213,39,4.7,13,43009540000.0
11638,-10.0448,-75.3726,17,4.8,8,167976388949.99994
11639,-2.8707,-80.2306,51,4.6,13,43009540000.0
11640,-6.2012,-76.5173,134,4.7,36,37964700000.0
11641,-4.9506,-78.7732,15,4.5,36,37964700000.0
11642,-5.4102,-81.1076,42,4.5,13,43009540000.0
11643,-5.7658,-76.7525,20,4.9,36,37964700000.0
11644,-4.8421,-79.0275,44,4.5,13,43009540000.0
11645,-2.8818,-80.4562,8,4.8,13,43009540000.0
11646,-14.7085,-76.2527,40,4.8,29,82972500000.0
11647,-17.125,-70.67,125,4.4,20,71909500000.0
11648,-3.8102,-81.0517,55,4.5,13,43009540000.0
11649,-8.4153,-80.4321,26,4.5,13,43009540000.0
11650,-7.4569,-75.144,156,4.8,36,37964700000.0
11651,-16.495,-69.75,177,4.3,20,71909500000.0
11652,-3.0724,-81.1106,59,4.5,13,43009540000.0
11653,-12.0166,-76.8249,97,4.9,5,146802481481.4814
11654,-7.2466,-80.4114,45,4.5,13,43009540000.0
11655,-6.2322,-76.5051,133,4.5,36,37964700000.0
11656,-9.513,-80.5249,26,4.9,13,43009540000.0
11657,-9.2937,-81.213,26,4.9,13,43009540000.0
11658,-15.9405,-73.6531,56,4.6,20,71909500000.0
11659,-9.2339,-81.2252,26,5.0,13,43009540000.0
11660,-4.7933,-80.5795,25,4.5,13,43009540000.0
11661,-9.3457,-80.9982,26,4.9,13,43009540000.0
11662,-3.9796,-77.9571,35,4.7,36,37964700000.0
11663,-18.5901,-69.7365,119,4.8,20,71909500000.0
11664,-10.4477,-78.5004,34,5.1,10,55328000000.0
11665,-8.1097,-80.0766,70,4.5,13,43009540000.0
11666,-6.3453,-79.8519,62,4.6,13,43009540000.0
11667,-2.8456,-78.2302,118,4.5,36,37964700000.0
11668,-10.1886,-75.4321,133,5.0,8,167976388949.99994
11669,-15.5555,-75.7171,36,4.7,29,82972500000.0
11670,-14.6866,-76.2657,46,4.9,29,82972500000.0
11671,-5.745,-76.06,23,5.0,36,37964700000.0
11672,-6.3308,-76.3396,33,4.5,36,37964700000.0
11673,-14.5905,-76.0763,52,5.1,29,82972500000.0
11674,-14.6812,-76.2151,52,4.6,29,82972500000.0
11675,-14.7051,-75.1409,52,4.8,29,82972500000.0
11676,-15.6233,-74.5809,50,5.4,29,82972500000.0
11677,-14.6997,-76.3068,49,4.8,29,82972500000.0
11678,-17.997,-69.288,154,4.2,20,71909500000.0
11679,-14.6109,-76.2876,17,4.7,29,82972500000.0
11680,-14.697,-76.2926,50,4.5,29,82972500000.0
11681,-14.193,-75.9825,48,4.8,29,82972500000.0
11682,-11.7112,-73.7342,25,4.9,34,66667680000.0
11683,-13.0302,-74.9845,94,4.9,29,82972500000.0
11684,-15.3573,-71.9342,100,4.9,20,71909500000.0
11685,-15.575,-70.128,214,4.4,20,71909500000.0
11686,-10.1334,-75.1542,40,4.8,8,167976388949.99994
11687,-14.6127,-74.4687,99,4.9,29,82972500000.0
11688,-15.4413,-71.6347,72,4.7,20,71909500000.0
11689,-14.8417,-74.4808,40,4.5,29,82972500000.0
11690,-10.6284,-78.8035,49,5.5,10,55328000000.0
11691,-16.885,-69.443,177,4.5,20,71909500000.0
11692,-8.038,-74.316,165,4.4,32,15037537500.0
11693,-16.8518,-70.2035,95,5.6,20,71909500000.0
11694,-16.723,-70.591,9,4.6,20,71909500000.0
11695,-14.5395,-75.5037,51,4.5,29,82972500000.0
11696,-6.328,-75.493,34,4.5,36,37964700000.0
11697,-16.3668,-74.3366,17,4.6,29,82972500000.0
11698,-17.663,-71.941,50,4.1,20,71909500000.0
11699,-16.5142,-72.4692,91,4.9,20,71909500000.0
11700,-15.6205,-75.8717,17,4.8,29,82972500000.0
11701,-13.3836,-75.0095,106,4.6,29,82972500000.0
11702,-12.1135,-76.4465,89,4.6,38,259756250000.0
11703,-16.85,-70.622,15,4.5,20,71909500000.0
11704,-11.4535,-76.0629,27,4.8,38,259756250000.0
11705,-14.1247,-75.8097,55,4.6,29,82972500000.0
11706,-17.4578,-69.8141,165,4.9,20,71909500000.0
11707,-4.272,-79.383,93,4.5,13,43009540000.0
11708,-8.4024,-80.157,52,4.7,13,43009540000.0
11709,-9.3241,-79.3552,57,4.7,10,55328000000.0
11710,-16.9275,-70.4573,11,5.0,20,71909500000.0
11711,-10.2827,-75.6342,19,5.7,8,167976388949.99994
11712,-2.828,-76.784,135,4.7,36,37964700000.0
11713,-12.5893,-75.0164,15,5.2,8,167976388949.99994
11714,-13.9756,-75.8299,71,4.5,29,82972500000.0
11715,-10.6916,-78.0034,47,4.5,10,55328000000.0
11716,-18.5854,-69.6351,118,5.5,20,71909500000.0
11717,-15.9366,-75.4721,38,4.8,29,82972500000.0
11718,-15.4272,-75.7856,39,4.5,29,82972500000.0
11719,-15.11,-73.077,66,4.6,20,71909500000.0
11720,-4.2861,-77.2374,160,5.5,36,37964700000.0
11721,-15.7645,-74.3262,56,4.5,29,82972500000.0
11722,-15.9683,-74.8535,86,4.8,29,82972500000.0
11723,-15.1273,-72.3949,86,5.3,20,71909500000.0
11724,-5.434,-80.937,69,4.4,13,43009540000.0
11725,-5.052,-78.903,123,4.5,13,43009540000.0
11726,-12.2101,-77.4171,37,4.5,18,22450590000.0
11727,-17.091,-72.3795,40,4.7,20,71909500000.0
11728,-15.0252,-75.7394,38,4.7,29,82972500000.0
11729,-10.386,-76.0006,126,5.2,38,259756250000.0
11730,-7.764,-74.429,106,4.2,32,15037537500.0
11731,-13.7089,-77.2438,14,5.1,22,87387300000.0
11732,-13.6398,-77.0934,15,4.9,22,87387300000.0
11733,-15.3561,-75.3718,33,4.6,29,82972500000.0
11734,-17.27,-69.525,166,4.0,20,71909500000.0
11735,-16.7688,-71.7046,152,4.7,20,71909500000.0
11736,-16.2619,-72.8911,37,4.6,20,71909500000.0
11737,-8.903,-71.195,594,4.2,8,167976388949.99994
11738,-13.5475,-75.1043,121,4.5,29,82972500000.0
11739,-17.403,-69.317,150,4.0,20,71909500000.0
11740,-9.1977,-79.1546,48,4.8,10,55328000000.0
11741,-14.4376,-76.3396,38,5.3,29,82972500000.0
11742,-15.0399,-74.15,55,4.9,29,82972500000.0
11743,-15.9466,-73.3597,14,4.5,20,71909500000.0
11744,-8.3234,-73.9294,55,4.8,32,15037537500.0
11745,-11.2584,-77.6841,60,4.5,0,291359135593.2201
11746,-16.4397,-72.9608,46,4.8,20,71909500000.0
11747,-12.2642,-77.3447,40,4.6,18,22450590000.0
11748,-17.2368,-70.5101,110,5.0,20,71909500000.0
11749,-11.9257,-71.8214,77,4.9,34,66667680000.0
11750,-9.6633,-78.5977,34,4.5,10,55328000000.0
11751,-3.0757,-80.6371,50,4.5,13,43009540000.0
11752,-15.0818,-75.6895,28,4.7,29,82972500000.0
11753,-9.6367,-75.7986,47,4.9,32,15037537500.0
11754,-6.2118,-77.2095,112,5.0,36,37964700000.0
11755,-12.9859,-76.6455,61,4.7,22,87387300000.0
11756,-11.3424,-76.2795,105,5.0,38,259756250000.0
11757,-17.903,-69.9515,131,4.7,20,71909500000.0
11758,-17.1051,-70.7063,140,4.9,20,71909500000.0
11759,-12.034,-77.6817,26,4.8,0,291359135593.2201
11760,-17.1559,-69.8882,150,4.8,20,71909500000.0
11761,-18.53,-71.261,64,4.6,20,71909500000.0
11762,-7.487,-76.18,38,4.5,36,37964700000.0
11763,-9.7285,-75.7597,35,4.8,32,15037537500.0
11764,-4.7382,-81.0048,31,4.9,13,43009540000.0
11765,-9.0031,-75.5363,20,4.7,32,15037537500.0
11766,-9.064,-75.27,128,4.2,32,15037537500.0
11767,-11.051,-77.9286,52,4.5,0,291359135593.2201
11768,-6.6843,-75.0647,26,4.9,36,37964700000.0
11769,-14.8462,-72.1725,132,4.6,20,71909500000.0
11770,-18.3612,-71.4229,47,5.0,20,71909500000.0
11771,-18.1406,-71.439,33,5.8,20,71909500000.0
11772,-12.1922,-77.3838,26,4.9,18,22450590000.0
11773,-6.9924,-79.4558,44,4.9,13,43009540000.0
11774,-15.8348,-73.5112,33,4.5,20,71909500000.0
11775,-17.1247,-71.3675,103,5.6,20,71909500000.0
11776,-7.0732,-76.9918,87,5.2,36,37964700000.0
11777,-17.1041,-72.2814,37,4.5,20,71909500000.0
11778,-7.5314,-73.9485,125,5.5,36,37964700000.0
11779,-7.7156,-78.4728,70,4.5,36,37964700000.0
11780,-12.3739,-77.2716,33,4.9,6,174762720000.0
11781,-8.21,-74.075,176,4.1,32,15037537500.0
11782,-16.6782,-74.0297,42,4.9,20,71909500000.0
11783,-16.9707,-72.514,45,4.8,20,71909500000.0
11784,-16.4325,-74.465,55,4.7,29,82972500000.0
11785,-8.7814,-77.5056,117,4.5,32,15037537500.0
11786,-13.8725,-75.793,80,4.7,29,82972500000.0
11787,-14.4774,-73.788,57,5.2,34,66667680000.0
11788,-14.9664,-70.4586,248,4.7,20,71909500000.0
11789,-8.4312,-78.9509,66,4.5,32,15037537500.0
11790,-14.3789,-75.813,63,4.9,29,82972500000.0
11791,-8.4026,-74.6388,160,4.8,32,15037537500.0
11792,-4.9503,-80.8738,30,4.6,13,43009540000.0
11793,-14.799,-71.793,111,4.3,20,71909500000.0
11794,-15.1167,-72.1167,166,5.0,20,71909500000.0
11795,-17.1916,-70.9146,107,4.9,20,71909500000.0
11796,-16.039,-69.263,225,4.3,20,71909500000.0
11797,-13.7015,-75.9955,77,4.7,29,82972500000.0
11798,-15.3733,-72.5082,131,4.7,20,71909500000.0
11799,-2.7879,-80.7962,59,5.3,13,43009540000.0
11800,-15.466,-72.1462,78,4.7,20,71909500000.0
11801,-2.8973,-81.0149,53,4.5,13,43009540000.0
